platform,post_id,post_date,post_url,post_message,tags,native_reach,native_impressions,native_clicks,website_resource_clicks,visibility,reach,impressions,clicks,engagements,engagement_rate,native_engagement_rate,post_data_source,source_file,source_dataset,month
facebook,205183899497146_1307383291422733,2026-01-16,https://www.facebook.com/368989981928740/posts/1307383291422733,"""Global health is not standing still — it is rebalancing. If we stay focused on evidence, equity, building trust, and country leadership, this moment of reshaping can be a foundation for a stronger, more resilient immunization ecosystem to protect lives and prevent deaths around the world.""  Sabin President of Global Immunization, Rebecca Martin, joined the organization in mid-2025, at a moment when global immunization was under significant strain. In response to the challenges, her team made strategic pivots, stayed focused on where they can have the greatest impact, and continued building on the credibility, scientific rigor, and local partnerships that have always defined Sabin's work.  Read Rebecca's reflections on finding direction in a disrupted global immunization landscape ⤵️ https://bit.ly/3Lj8W4t",Single Photo; Blog; Sabin Global Immunization,87,0,0,0,87,87,87,0,2,0.022988505747126436,0.057471,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1306211218206607,2026-01-15,https://www.facebook.com/368989981928740/posts/1306211218206607,"Women across the globe are leading immunization programs, shaping policy, and driving community impact — yet their experiences, challenges, and leadership pathways are too often under-recognized.  The Sabin Vaccine Institute’s Boost Community is pleased to invite you to the launch of the BoostHER Special Dialogue Series, a three-part global virtual dialogue spotlighting women’s leadership in immunization and advancing gender-responsive practice across the sector.  Join us for the first session, Women Leading Immunization: Voices, Barriers & Breakthroughs, which will  convene immunization professionals from around the world for an interactive, story-driven dialogue that ⤵️  🔹 Amplifies women’s lived experiences across immunization systems 🔹 Explores barriers identified through the Boost Gender Analysis and 2025 Annual Survey 🔹 Creates space for peer learning, reflection, and collective priority-setting 🔹 Helps shape a shared agenda for advancing gender equity in immunization  📅 January 29, 2026  ⏰ 2:00 PM GMT 🔗 Details & registration: https://us02web.zoom.us/meeting/register/G0eBuznbRne3i1UBVi1TKQ#/registration",Static Standalone Graphic; Webinar; GCE/Boost,52,0,0,0,52,52,52,0,2,0.038461538461538464,0.057692,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1304998901661172,2026-01-13,https://www.facebook.com/368989981928740/posts/1304998901661172,📣 Late-breaker abstract submissions for the 14th International Conference on #Typhoid and Other Invasive Salmonelloses are now open!  See submission details ⤵️ https://www.coalitionagainsttyphoid.org/call-for-late-breaker-abstracts/  Submit by February 3 and join us as we #TakeOnTyphoid.,Static Standalone Graphic; Typhoid; Conference,77,0,0,0,77,77,77,0,2,0.025974025974025976,0.051948,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1638275830862213,2026-01-09,https://www.facebook.com/368989981928740/posts/1638275830862213?substory_index=1638275830862213,(Post with no description),,54,0,0,0,54,54,54,0,0,0.0,0.0,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1300781592082903,2026-01-08,https://www.facebook.com/368989981928740/posts/1300781592082903,"For Cervical Cancer Awareness Month, Sabin is hosting #SocialwithSabin, a social media takeover by partners of the #GlobalHPVConsortium. From #CAPED India ⤵️  This Cervical Cancer Awareness Month, let’s check the facts. Understanding cervical cancer is the first step to preventing it. The more we know, the better we can protect ourselves. Swipe to learn more and stay informed.  #CervicalCancerAwarenessMonth #CAPED",Cervical Cancer Awareness Month; HPV; Global HPV Consortium,122,0,0,0,122,122,122,0,3,0.02459016393442623,0.07377,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1300421578785571,2026-01-07,https://www.facebook.com/368989981928740/posts/1300421578785571,"""Unlike COVID-19, there is no commercial market for a Marburg vaccine. Demand is limited to outbreak response, health workers, and emergency stockpiles. Progress depends almost entirely on public sector and philanthropic investment. Sabin’s role is to ensure that lack of commercial viability does not translate into lack of protection.""  Sabin Vaccine Institute CEO Amy Finan reflects on a defining moment in 2025 — when #Ethiopia's Ministry of Health reached out for support as the country faced its first-ever outbreak of #Marburg virus disease.   Having responded to a Marburg outbreak in Rwanda the year before, the Sabin team moved quickly — building on established partnerships and lessons learned to support the national response, while generating evidence to support the development of our investigational cAd3-Marburg vaccine.  Read more ⤵️ https://www.sabin.org/resources/2025-spotlight-reflections-on-outbreak-response-and-generating-meaningful-data/   #OutbreakResponse",Single Photo; Marburg; Sabin R&D; Outbreak Response,96,0,0,0,96,96,96,0,4,0.041666666666666664,0.072917,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1298473785647017,2026-01-05,https://www.facebook.com/368989981928740/posts/1298473785647017,"""When things come every year like influenza, people start getting used to them and tend to forget to vaccinate. People should be aware that the risk is there every year. Unfortunately, we need a new vaccine annually because the virus continues to change, and we must update the vaccine to update our immunity.""   Have you had your #flu shot this year? Read our conversation with bacteriologist and Sabin Gold Medal winner Rino Rappuoli, and learn why it's a must. ⤵️ https://www.sabin.org/resources/influenza-is-nothing-to-sneeze-at/",Single Photo; Influenza; Q&A,96,0,0,0,96,96,96,0,3,0.03125,0.041667,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
facebook,205183899497146_1296010535893342,2026-01-01,https://www.facebook.com/368989981928740/posts/1296010535893342,"In the new year, help us further our mission to eliminate vaccine-preventable deaths and expand vaccine access to everyone, everywhere.  Give today ⤵️ https://secure.givelively.org/donate/the-albert-b-sabin-vaccine-institute-inc",Static Standalone Graphic; Individual Giving,459,0,0,0,459,459,459,0,26,0.05664488017429194,0.106754,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\facebook_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_facebook_post_performance.csv,facebook_posts,2026-01
instagram,18068643413534971,2026-01-30,https://www.instagram.com/reel/DUJCV1ckvJb/,"From vaccine development for lethal diseases to rapid global #OutbreakResponse to supporting countries as they improve immunization planning, Sabin celebrates a productive 2025 and looks forward to continued milestones in 2026!   Learn more in these reflections from our leaders, and visit the link in our bio for blogs from CEO Amy Finan, President of Research & Development, Kelly Warfield, and President of Global Immunization Rebecca Martin.",Video Short,144,0,0,0,144,144,144,0,9,0.0625,0.076389,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\instagram_post_performance_2026-01-01_to_2026-01-31_instagram_post_performance.csv,instagram_posts,2026-01
instagram,17877217872460769,2026-01-02,https://www.instagram.com/p/DTBMkH_k4H-/,"In the new year, help us further our mission to eliminate vaccine-preventable deaths and expand vaccine access to everyone, everywhere.  Give today at the link in our bio.",Static Standalone Graphic; Individual Giving,211,0,0,0,211,211,211,0,11,0.052132701421800945,0.066351,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\instagram_post_performance_2026-01-01_to_2026-01-31_instagram_post_performance.csv,instagram_posts,2026-01
instagram,18089431778009149,2026-01-27,https://www.instagram.com/p/DUBuL1nAWXM/,"As we round out #CervicalCancerAwarenessMonth, swipe through some essential facts ➡️  One shot of an #HPV vaccine prevents most cervical cancers. The partners of the #GlobalHPVConsortium remain committed to increasing HPV vaccination, plus cervical cancer screening and treatment, in our effort to #EliminateCervicalCancer.",Graphics Carousel; HPV; Global HPV Consortium,109,0,0,0,109,109,109,0,7,0.06422018348623854,0.06422,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\instagram_post_performance_2026-01-01_to_2026-01-31_instagram_post_performance.csv,instagram_posts,2026-01
instagram,18091894324790183,2026-01-16,https://www.instagram.com/reel/DTlYYV8EWje/,"Reaching zero-dose children. Diagnosing missed vaccination opportunities. Engaging schools and communities on the importance of vaccination to help those who need it most.   Fellows in the latest cohort of the COVID-19 Recovery for Routine Immunization Programs Fellowship — supported by Sabin’s Boost Community and the World Health Organization — tackled these lofty goals and more.   Through this fellowship and their membership in Boost, participants made lasting impact in their communities, connected with peers around the world, and learned lessons they will take forward into the rest of their careers.   Hear about their experience, in their own words ⤵",Video Short; GCE/Boost; Sabin Global Immunization,96,0,0,0,96,96,96,0,5,0.052083333333333336,0.052083,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\instagram_post_performance_2026-01-01_to_2026-01-31_instagram_post_performance.csv,instagram_posts,2026-01
instagram,17845561767661946,2026-01-22,https://www.instagram.com/p/DT0jT7mlyHk/,"In #Cameroon’s Nylon Health District, low #HPV vaccination rates posed a significant risk, especially given the high burden of cervical and other HPV-related cancers.   Routine immunization services were limited in reach, missed opportunities for vaccination were common, and low awareness and mistrust among some parents and health workers posed additional barriers.   To tackle these challenges, Nylon Health District launched a catalytic program — supported by Sabin and the World Health Organization — to improve HPV vaccination coverage by engaging schools, communities, and health facilities.   The results? 2,681 adolescents — 2.6 times the target — received the vaccine. Dive into Jeanne Liliane Mbengue’s case study on how the team achieved this milestone  at the link in our bio.",Static Graphic with Photo(s); Case Study; GCE/Boost; Vaccine Access & Equity,125,0,0,0,125,125,125,0,4,0.032,0.032,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\instagram_post_performance_2026-01-01_to_2026-01-31_instagram_post_performance.csv,instagram_posts,2026-01
linkedin,7422764754923958272,2026-01-29,https://www.linkedin.com/feed/update/urn:li:share:7422764754923958272,"""You cannot recreate the complexity of an outbreak in a laboratory. By embedding rigorous science into real-world response efforts — under strong ethical and regulatory oversight — we can help build the evidence needed to strengthen future preparedness.""  For Sabin President of Research & Development Kelly Lyn Warfield, 2025 was a year of progress,  preparedness and partnership. Her first full year at the organization included tripling the R&D team size and doubling the number of Phase 2 clinical trials for Sabin's vaccine candidates for Marburg virus disease and Sudan virus, a strain of Ebola.  And then, just as the team was getting ready to celebrate the end of year holidays, Ethiopia's Minister of Health called and requested Sabin's help responding to the country's first-ever Marburg outbreak.  Read Kelly's reflections about her year on the road to vaccine approval: ⤵️ https://bit.ly/46bF4Op",,0,1933,72,0,1933,1933,1933,72,41,0.021210553543714435,0.05432,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
linkedin,urn:li:ugcPost:7422006813656526848,2026-01-27,https://www.linkedin.com/feed/update/urn:li:ugcPost:7422006813656526848,"As we round out #CervicalCancerAwarenessMonth, swipe through some essential facts ➡️  One shot of an #HPV vaccine prevents most cervical cancers. The partners of the #GlobalHPVConsortium remain committed to increasing HPV vaccination, plus cervical cancer screening and treatment, in our effort to #EliminateCervicalCancer. ",Cervical Cancer Awareness Month; Cervical Cancer; HPV; Global HPV Consortium,0,768,168,0,768,768,768,168,17,0.022135416666666668,0.240885,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
linkedin,7421688170347597824,2026-01-26,https://www.linkedin.com/feed/update/urn:li:share:7421688170347597824,Sabin President of Global Immunization Rebecca Martin remembers global public health pioneer Dr. William Foege....,,0,1093,25,0,1093,1093,1093,25,12,0.010978956999085087,0.033852,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
linkedin,urn:li:ugcPost:7416498146572320768,2026-01-13,https://www.linkedin.com/feed/update/urn:li:ugcPost:7416498146572320768,"In our January newsletter, dive into our #Marburg outbreak response support in #Ethiopia, #CervicalCancer elimination efforts, our work with hexavalent vaccine adoption, and more. ",,0,1674,40,0,1674,1674,1674,40,145,0.08661887694145759,0.065711,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
linkedin,7416500523979358208,2026-01-12,https://www.linkedin.com/feed/update/urn:li:share:7416500523979358208,"#COVID19 is still killing more than 100,000 Americans a year, a new Centers for Disease Control and Prevention (CDC) study shows — highlighting the need for continued monitoring and vaccinations, even after the height of the pandemic has passed.  Read the story from Newsweek ⤵️  https://lnkd.in/ds_hm4hz",External News Story,0,2355,68,0,2355,2355,2355,68,37,0.015711252653927813,0.044586,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
linkedin,urn:li:ugcPost:7415090193252364289,2026-01-08,https://www.linkedin.com/feed/update/urn:li:ugcPost:7415090193252364289,"For Cervical Cancer Awareness Month, Sabin is hosting #SocialWithSabin, a social media takeover by partners of the #GlobalHPVConsortium. From CAPED India ⤵️  This #CervicalCancerAwarenessMonth, let’s check the facts. Understanding cervical cancer is the first step to preventing it. The more we know, the better we can protect ourselves. Swipe to learn more and stay informed.  #CAPED",Cervical Cancer Awareness Month; HPV; Global HPV Consortium,0,1125,321,0,1125,1125,1125,321,31,0.027555555555555555,0.312889,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
linkedin,7414365395295444992,2026-01-06,https://www.linkedin.com/feed/update/urn:li:share:7414365395295444992,"As the United States faces its highest number of annual #measles cases in at least 33 years, reporting from The Washington Post shows that vaccination rates in kindergarten classrooms have dropped dramatically since the COVID-19 pandemic, in many cases below levels needed for herd immunity.   Read more ⤵️",External News Story; Measles,0,1250,26,0,1250,1250,1250,26,4,0.0032,0.024,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\January 2026\linkedin_post_performance_2026-01-01_to_2026-01-31_created_on_20260226T1554Z_linkedin_post_performance.csv,linkedin_posts,2026-01
