platform,post_id,post_date,post_url,post_message,tags,native_reach,native_impressions,native_clicks,website_resource_clicks,visibility,reach,impressions,clicks,engagements,engagement_rate,native_engagement_rate,post_data_source,source_file,source_dataset,month
facebook,205183899497146_1358796976281364,2026-03-18,https://www.facebook.com/reel/906618915342959/,"This week, Sabin staff were on the ground in Kisumu, Kenya with other members Gavi, the Vaccine Alliance's Malaria Vaccine Learning Agenda.   Health professionals from seven countries gathered for the three-day workshop to share lessons learned on the introduction, delivery, and integration of the malaria vaccine.  Sabin's co-program managers Tyler Best and Elisabeth Wilhelm give a preview of takeaways from these essential conversations.",Video Short; Malaria; Sabin Global Immunization; VAD/VARN,136,0,0,0,136,136,136,0,3,0.022058823529411766,0.022099999999999998,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1359545029539892,2026-03-19,https://www.facebook.com/368989981928740/posts/1359545029539892,"What are the impacts of the evolving global health landscape on vaccine access and leadership around the world?   Sabin's President of Global Immunization, Dr. Rebecca Martin, will address opportunities in the current environment in two panels at the upcoming World Vaccine Congress #WVCDC2026 in Washington, D.C. March 30 through April 2.  Her first session, a Global Health Workshop, will look at  ""How Vaccine Access Differs Across Countries — and What to Do About It,"" on Monday, March 30 at 3:45 p.m. in Room 209AB.  Then,  she'll be part of a keynote panel discussing ""From Geneva to the Globe: Transitioning Global Health Leadership to Regional and National Actors,"" on Tuesday, March 31 at 11:50 a.m. in Exhibition Hall D.  Join her at the conference and stop by Sabin's Booth 256 to meet our team!",Provided Partner Graphic; Single Photo; Event; Sabin Global Immunization,97,0,1,0,97,97,97,1,3,0.030927835051546393,0.0412,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1363208169173578,2026-03-23,https://www.facebook.com/368989981928740/posts/1363208169173578,"One week from today 📣 The Sabin team gets busy at the World Vaccine Congress #WVCDC in Washington, D.C.!  Join Sabin Chief Executive Officer Amy Finan on Thursday, April 2 for the Clinical Development and Trials panel, ""Designing Clinical Trials for Emerging Threats."" The talk will convene at 9:10 a.m. in Room 204 AB, where she'll share lessons learned from outbreak responses in Uganda, Rwanda, and Ethiopia.  And throughout the conference, come meet members of the Sabin team at Booth 256 — see you there!",Provided Partner Graphic; Single Photo; Event,106,0,0,0,106,106,106,0,2,0.018867924528301886,0.0189,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1363581105802951,2026-03-24,https://www.facebook.com/368989981928740/posts/1363581105802951,"Awarded annually, the Albert B. Sabin Gold Medal and Rising Star Award honor individuals who have made extraordinary contributions to immunization and global health. We are pleased to announce our 2026 recipients! 📣   🏅 Our 2026 Gold Medal awardees are Professor Uğur Şahin, MD and Professor Özlem Türeci, MD, honored for their role in turning the tide of the COVID-19 pandemic and their efforts to support access to novel medicines globally.   🌟 Our 2026 Rising Star Award winner is Dr. Senjuti Saha, honored for using genomics to inform the rollout of the world’s largest typhoid vaccine program, protecting millions of children in Bangladesh. // Child Health Research Foundation  Stay tuned for livestream details that will allow you to join this year’s Sabin Awards Ceremony no matter where you are around the globe.  Learn more about our honorees ⤵️ https://ow.ly/OHt250YxONm",Static Graphic with Photo(s); Press Release; Sabin Awards,3108,0,161,9,3108,3108,3108,161,45,0.01447876447876448,0.0663,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1364451502382578,2026-03-25,https://www.facebook.com/368989981928740/posts/1364451502382578,"Happening tomorrow! 📣 Our Boost Community is pleased to invite you to ""Gender-Responsive Immunization in Action: Showcase of Useful Gender Equity Tools"" — the second session of the BoostHER Special Dialogue Series, a three-part global virtual dialogue spotlighting women’s leadership in immunization and advancing gender-responsive practice across the sector.  Immunization professionals from around the world are invited to join this interactive dialogue that: 🔹 Introduces specific gender-responsive planning tools and how they have been adapted to local contexts 🔹 Generates discussion around these tools and others, and how participants have utilized them in their own work 🔹 Solicits feedback on what new or different tools could be helpful in ensuring equity in immunization programming  📅 Date: March 26, 2026 | 1:00 p.m. GMT  🌍 Format: Virtual (Zoom) 🔗 Registration & More Information: https://ow.ly/34nL50Yyheh",Static Graphic with Photo(s); Webinar; GCE/Boost; Sabin Global Immunization,296,0,3,5,296,296,296,3,2,0.006756756756756757,0.0169,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1365604195600642,2026-03-26,https://www.facebook.com/368989981928740/posts/1365604195600642,"As the presentations and discussions of the 14th International Conference on Typhoid & Other Invasive Salmonelloses enter their final day in Phnom Penh, we thank everyone who engaged in this week's essential conversations on the future of typhoid prevention.   A special thank you to the generous supporters of this event: Gates Foundation, GSK, Coalition against Typhoid, and Bharat Biotech.",Typhoid; Take On Typhoid/TyVAC; Event,178,0,15,0,178,178,178,15,9,0.05056179775280899,0.1348,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1369220498572345,2026-03-30,https://www.facebook.com/368989981928740/posts/1369220498572345,"Sabin helped kick off the pre-Conference workshops at the World Vaccine Conference today!   Dr. Kate Hopkins spoke about how sharing lessons learned on hexavalent vaccine rollout in peer-to-peer sessions helped countries plan and implement, and Dr. Tom King joined a panel discussion on adapting new technologies in pre-clinical testing.   More to come as #WVCDC continues this week! 🙌",Event,175,0,5,0,175,175,175,5,6,0.03428571428571429,0.0629,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
instagram,17929539048062859,2026-03-08,https://www.instagram.com/p/DVnh8qDmspm/,"For the International Women's Day #IWD2026 theme of Give to Gain, we asked our Global Immunization team who gave so they could gain in their lives.  ✨ Celebrating all the women who give so generously through mentorship, funding, and support to foster growth for women and girls globally.   #Vaccines Work #HPV #ProtectHerFuture #GiveToGain",Sabin Global Immunization; Holiday,0,0,0,0,0,0,0,0,34,,,supplemental_top_posts,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_ig_top_posts.csv,instagram_top_posts,2026-03
instagram,18077635526622873,2026-03-13,https://www.instagram.com/p/DV01kmBFFxx/,"Field trip this week from Kisumu, Kenya took Sabin team members and fellow Malaria Vaccine Learning Agenda (MVLA) workshop attendees to the Nyayiera Health Centre to observe integrated child health and development service delivery in the community. Mothers bring their children to a community health post for #malaria vaccination bundled with vitamin A and other development monitoring and vaccinations.  Sabin leads a consortium conducting research on integrating malaria vaccination with child health services, aiming to ensure children receive all four doses of the malaria vaccine. Along with other members of the Gavi MVLA project, we are sharing findings at a three-day research capstone workshop in Kisumu, fostering lessons on introduction, delivery, and integration of the malaria vaccine.",Photo Carousel; Malaria; Sabin Global Immunization,0,0,0,0,0,0,0,0,16,,,supplemental_top_posts,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_ig_top_posts.csv,instagram_top_posts,2026-03
instagram,17901779040391404,2026-03-11,https://www.instagram.com/reel/DVwGF3pDcRA/,"""We are creating opportunities to be able to protect ourselves and the global community against these diseases.""  At Sabin, we have now completed enrollment in all Phase 2 clinical trials for our cAd3-Marburg Vaccine and our cAd3-Sudan Ebolavirus Vaccine candidates. There are no licensed vaccines for protection against disease caused by Marburg virus or the Sudan virus strain of Ebola. Both are highly contagious hemorrhagic fever diseases that can have a high fatality rate of up to 88%.   Read the full news release at the link in our bio.",Video Short; Marburg; Sudan Ebolavirus; Sabin R&D; Vaccine R&D,0,0,0,0,0,0,0,0,12,,,supplemental_top_posts,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_ig_top_posts.csv,instagram_top_posts,2026-03
linkedin,7437130331482247168,2026-03-10,https://www.linkedin.com/feed/update/urn:li:share:7437130331482247168,"The Sabin Vaccine Institute announced it has completed enrollment in all six Phase 2 clinical trials for its cAd3-Marburg Vaccine and its cAd3-Sudan Ebolavirus Vaccine candidates.  There are no licensed vaccines for protection against disease caused by Marburg virus or the Sudan virus strain of Ebola. Both are highly contagious hemorrhagic fever diseases that can have a high fatality rate of up to 88%.    Phase 2 clinical trials to evaluate the safety and immunogenicity of the two monovalent vaccines, both on the cAd3 platform, began in healthy volunteers in Africa in 2023 and in the United States in 2025. The African trials, with sites in Kenya and Uganda, completed participant follow-up last year and reporting activities are progressing. The U.S. trials completed enrollment last month.  In addition, Sabin’s cAd3-Marburg Vaccine has been used in Phase 2 rapid response outbreak clinical trials in Africa — more than 1,700 participants enrolled in 2024 during an outbreak in Rwanda, and more than 500 participants enrolled beginning last December for Ethiopia’s first-ever Marburg outbreak.   Learn more ⤵️ https://ow.ly/VYva50YrNc7",Single Photo; Marburg; Sudan Ebolavirus; Press Release; Sabin R&D; Vaccine R&D,0,0,0,48,0,0,0,48,194,,,supplemental_top_posts,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_li_pages_top_posts.csv,linkedin_top_posts,2026-03
linkedin,urn:li:ugcPost:7437541614270713858,2026-03-11,https://www.linkedin.com/feed/update/urn:li:ugcPost:7437541614270713858,"""We are creating opportunities to be able to protect ourselves and the global community against these diseases.""  At Sabin, we have now completed enrollment in all Phase 2 clinical trials for our cAd3-Marburg Vaccine and our cAd3-Sudan Ebolavirus Vaccine candidates. There are no licensed vaccines for protection against disease caused by Marburg virus or the Sudan virus strain of Ebola. Both are highly contagious hemorrhagic fever diseases that can have a high fatality rate of up to 88%.   Read the full news release ⤵️ https://ow.ly/8K1b50YsskB",Video Short; Marburg; Sudan Ebolavirus; Sabin R&D; Vaccine R&D,0,0,0,14,0,0,0,14,130,,,supplemental_top_posts,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_li_pages_top_posts.csv,linkedin_top_posts,2026-03
linkedin,urn:li:ugcPost:7444454417942228992,2026-03-30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7444454417942228992,"Sabin helped kick off the pre-Conference workshops at the World Vaccine Conference today!   Dr. Kate Hopkins, PhD, MPH spoke about how sharing lessons learned on hexavalent vaccine rollout in peer-to-peer sessions helped countries plan and implement, and Dr. Tom King joined a panel discussion on adapting new technologies in pre-clinical testing.   More to come as #WVCDC continues this week! 🙌 The World Vaccine Congress",Event,0,0,0,0,0,0,0,0,90,,,supplemental_top_posts,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_li_pages_top_posts.csv,linkedin_top_posts,2026-03
