platform,post_id,post_date,post_url,post_message,tags,native_reach,native_impressions,native_clicks,website_resource_clicks,visibility,reach,impressions,clicks,engagements,engagement_rate,native_engagement_rate,post_data_source,source_file,source_dataset,month
facebook,205183899497146_1345988487562213,2026-03-02,https://www.facebook.com/368989981928740/posts/1345988487562213,Is there a #measles exposure alert in your area? Here's what you need to know to protect yourself and prevent further spread of the extremely contagious — and potentially deadly — disease.   From Johns Hopkins University Bloomberg School of Public Health ⤵️ https://ow.ly/OtW150YofVu,External News Story; Measles,86,0,1,8,86,86,86,1,2,0.023255813953488372,0.0349,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1346683450826050,2026-03-03,https://www.facebook.com/368989981928740/posts/1346683450826050,"Upcoming session topics at the 14th International Conference on Typhoid & Other Invasive Salmonelloses, taking place March 24 – 26 in Phnom Penh, Cambodia ⤵️  🔹 Assessing enteric fever seroincidence following TCV introduction 🔹 Empowering community health volunteers to strengthen typhoid prevention and immunization readiness in Nairobi's informal settlements 🔹 Cost-effective analysis: parameter identification in light of data gaps 🔹 ... and many, many more!  A draft agenda is available online, so check out all the sessions falling under this year’s theme: Innovation and Equity: Shaping the Future of Typhoid and Other Invasive Salmonelloses.  🔗: https://ow.ly/gRbP50YoirK 📸: Photos from the last conference in 2023",Photo Carousel; Typhoid; Take On Typhoid/TyVAC; Event,106,0,5,6,106,106,106,5,4,0.03773584905660377,0.0849,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1347472470747148,2026-03-04,https://www.facebook.com/368989981928740/posts/1347472470747148,"""There's a vaccine that’s proven very effective at prevention. There is also new advice that actually we can vaccinate girls once and that will offer lifelong protection.""  On #InternationalHPVAwarenessDay,  the global effort to #PreventHPV is more active than ever.  Hear from global leaders about efforts to protect against HPV and prevent #CervicalCancer in this ""Supporting Women, Ending HPV"" playlist of Sabin's Getting to Zero interview series.  🎥: https://ow.ly/3jSL50YoKPN",Single Photo; HPV; Global HPV Consortium,88,0,1,11,88,88,88,1,5,0.056818181818181816,0.0682,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1348947250599670,2026-03-06,https://www.facebook.com/reel/955515834000191/,"For International Women's Day #IWD2026, we celebrate the thousands of women immunization professionals in Sabin's Boost Community, who #GivetoGain by working to bring life-saving vaccines to their communities every day.  Boost is building a world where immunization professionals are empowered to grow and lead in their careers and accelerate change.  🤝Join today: https://ow.ly/XLP150Yqbx1.",,374,0,5,11,374,374,374,5,8,0.0213903743315508,0.0348,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1351404213687307,2026-03-09,https://www.facebook.com/368989981928740/posts/1351404213687307,"🌸On this International Women’s Day 2026 #IWD26, under the global theme “Rights. Justice. Action. For All Women and Girls,” we reaffirm a fundamental truth: the rights of women and girls, their access to justice, and their ability to take action are essential foundations for inclusive and sustainable societies.  At #OAFLAD, African First Ladies are leading the way by placing the well-being, dignity, and empowerment of women and girls at the heart of their actions.  Through the #BuildingResilience campaign, they are championing a shared commitment to address the growing challenges affecting women and girls across the continent — including climate change, conflict, health inequalities, and barriers to education and economic opportunity. Moving beyond declarations, African First Ladies are championing concrete solutions that place women and girls at the center of Africa’s resilience and development🌍.  Today, we reaffirm our collective commitment to ensure that women and girls are not only protected, but empowered as leaders, innovators, and agents of change. This means advancing: • Equal rights and justice for all women and girls • Access to health, education, and economic opportunities • Women’s leadership in climate resilience and peacebuilding • Safe and inclusive societies where every woman and girl can thrive  Because when women and girls rise, communities grow stronger, economies become more resilient, and societies move closer to justice and equality.  🤝Together, let us move from rights to justice — and from justice to action ✊  #InternationalWomensDay #RightsJusticeAction",,51,0,0,0,51,51,51,0,1,0.0196078431372549,0.0196,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1352013660293029,2026-03-10,https://www.facebook.com/368989981928740/posts/1352013660293029,"The Sabin Vaccine Institute announced it has completed enrollment in all six Phase 2 clinical trials for its cAd3-Marburg Vaccine and its cAd3-Sudan Ebolavirus Vaccine candidates.  There are no licensed vaccines for protection against disease caused by Marburg virus or the Sudan virus strain of Ebola. Both are highly contagious hemorrhagic fever diseases that can have a high fatality rate of up to 88%.    Phase 2 clinical trials to evaluate the safety and immunogenicity of the two monovalent vaccines, both on the cAd3 platform, began in healthy volunteers in Africa in 2023 and in the United States in 2025. The African trials, with sites in Kenya and Uganda, completed participant follow-up last year and reporting activities are progressing. The U.S. trials completed enrollment last month.  In addition, Sabin’s cAd3-Marburg Vaccine has been used in Phase 2 rapid response outbreak clinical trials in Africa — more than 1,700 participants enrolled in 2024 during an outbreak in Rwanda, and more than 500 participants enrolled beginning last December for Ethiopia’s first-ever Marburg outbreak.   Learn more ⤵️  https://ow.ly/K19e50YrNbg",Single Photo; Filoviruses; Marburg; Sudan Ebolavirus; Press Release; Sabin R&D; Vaccine R&D,84,0,0,5,84,84,84,0,4,0.047619047619047616,0.047599999999999996,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1352883770206018,2026-03-11,https://www.facebook.com/reel/1343948007465440/,"""We are creating opportunities to be able to protect ourselves and the global community against these diseases.""  At Sabin, we have now completed enrollment in all Phase 2 clinical trials for our cAd3-Marburg Vaccine and our cAd3-Sudan Ebolavirus Vaccine candidates. There are no licensed vaccines for protection against disease caused by Marburg virus or the Sudan virus strain of Ebola. Both are highly contagious hemorrhagic fever diseases that can have a high fatality rate of up to 88%.   Read the full news release ⤵️ https://ow.ly/7Cbe50Yssjb",Video Short; Marburg; Sudan Ebolavirus; Sabin R&D; Vaccine R&D,721,0,8,5,721,721,721,8,15,0.020804438280166437,0.0319,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1353761486784913,2026-03-12,https://www.facebook.com/368989981928740/posts/1353761486784913,"""We now have strong evidence that typhoid conjugate vaccines are safe and effective, protecting children and communities in typhoid endemic settings.  The question in front of the field is how to translate that protection into lasting, equitable population-level impact while expanding introduction in countries and communities that continue to bear the greatest burden.""  Denise Garrett, Vice President of Vaccine Epidemiology at Sabin, shares her perspective on current #typhoid landscape, and gives a glimpse of the discussion that lies ahead at the 14th International Conference on Typhoid and Other Invasive Salmonelloses — happening this month in Cambodia.  ➡️ https://ow.ly/ofkx50Yt2Il #TakeOnTyphoid",Single Photo; Typhoid; Take On Typhoid/TyVAC; Blog; Sabin Global Immunization; Applied Epi & Vaccine Introduction,91,0,1,6,91,91,91,1,4,0.04395604395604396,0.054900000000000004,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1357029069791488,2026-03-16,https://www.facebook.com/368989981928740/posts/1357029069791488,"Looking forward to #WVCDC2026 in D.C. in two weeks!  Come hear Dr. Kate Hopkins, Senior Director of Vaccine Demand & Implementation at Sabin Vaccine Institute, talk about the practical shortcuts that come from the partnership model for peer-to-peer learning for vaccine rollout, optimization, and uptake. She's speaking as part of the Global Health Workshop on Monday, March 30 at 11 a.m. in Room 209AB.  Please visit us at Booth 256 in the Exhibition Hall!",Provided Partner Graphic; Single Photo; Event,163,0,2,0,163,163,163,2,4,0.024539877300613498,0.0368,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
facebook,205183899497146_1357898603037868,2026-03-17,https://www.facebook.com/368989981928740/posts/1357898603037868,"The Sabin Vaccine Institute’s Boost Community is pleased to invite you to ""Gender-Responsive Immunization in Action: Showcase of Useful Gender Equity Tools"" — the second session of the BoostHER Special Dialogue Series, a three-part global virtual dialogue spotlighting women’s leadership in immunization and advancing gender-responsive practice across the sector.  Immunization professionals from around the world are invited to joint this interactive dialogue that: 🔹 Introduces specific gender-responsive planning tools and how they have been adapted to local contexts 🔹 Generates discussion around these tools and others, and how participants have utilized them in their own work 🔹 Solicits feedback on what new or different tools could be helpful in ensuring equity in immunization programming  📅 Date: March 26, 2026 | 1:00 p.m. GMT  🌍 Format: Virtual (Zoom) 🔗 Registration & More Information: https://ow.ly/5aJj50YvtAw",Static Graphic with Photo(s); Webinar; GCE/Boost; Sabin Global Immunization,61,0,0,4,61,61,61,0,1,0.01639344262295082,0.016399999999999998,full_post_performance,C:\Users\JAlfaro\OneDrive - Albert B. Sabin Vaccine Institute\Sabin Communications - Digital Comms Team\Social & Digital Analytics\Hootsuite Exports\March 2026\crossnetwork_performance_template_2026-03-01_to_2026-03-31_created_on_20260402T0934Z_fb_posts_sorted_by_ascending_engagement_rate.csv,facebook_posts,2026-03
