month,status,source_mode,sessions,total_users,new_users,engagement_rate,bounce_rate,session_key_event_rate,event_count,events_per_session,avg_engagement_time_seconds,avg_engagement_time_label,key_events
2026-01,ready,download_exports,16753,14554,13977,0.9735569748701725,0.026443025129827432,0.9943890646451382,,,24.180863128991824,24s,62916
2026-02,ready,download_exports,13035,11295,10629,0.9654008438818565,0.03459915611814342,0.9930955120828538,,,23.441580360567702,23s,47288
2026-03,unavailable,download_exports,0,0,0,0.0,0.0,0.0,,,0.0,0s,0
2026-04,ready,ga4_api,19892,16238,15768,0.971043635632415,0.028956364367584957,0.9986929418861854,,,16.633722099336417,17s,67406
2026-05,ready,ga4_saved_extract,13173,10954,10378,0.9566537614818189,0.043346238518181125,0.9946101875047445,55949.0,4.2472481591133375,22.80627040157899,23s,46080
